Dengue Serotype,Dengue Protein ,Interaction type,Gene symbol,Human Protein,NCBI,Method ,Details,Author,PUBMED ID/link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",C,Binds to,4673,NAP1L1,http://www.ncbi.nlm.nih.gov/gene/4673,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito, A Physical Interaction Network of Dengue Virus and Human Proteins,",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,10241,CALCOCO2,http://www.ncbi.nlm.nih.gov/gene/10241,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,11151,CORO1A,http://www.ncbi.nlm.nih.gov/gene/11151,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,51009,DERL2,http://www.ncbi.nlm.nih.gov/gene/51009,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,2332,FMR1,http://www.ncbi.nlm.nih.gov/gene/2332,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,3615,IMPDH2,http://www.ncbi.nlm.nih.gov/gene/3615,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,5700,PSMC1,http://www.ncbi.nlm.nih.gov/gene/5700,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,6136,RPL12,http://www.ncbi.nlm.nih.gov/gene/6136,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,6125,RPL5,http://www.ncbi.nlm.nih.gov/gene/6125,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Interacts with,11059,WWP1,http://www.ncbi.nlm.nih.gov/gene/11059,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,10541,ANP32B,http://www.ncbi.nlm.nih.gov/gene/10541,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,11151,CORO1A,http://www.ncbi.nlm.nih.gov/gene/11151,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,30836,DNTTIP2,http://www.ncbi.nlm.nih.gov/gene/30836,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,2804,GOLGB1,http://www.ncbi.nlm.nih.gov/gene/2804,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,,LOC100288418,,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,4520,MTF1,http://www.ncbi.nlm.nih.gov/gene/4520,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,10956,OS9,http://www.ncbi.nlm.nih.gov/gene/10956,yeast two hybrid test,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,interacts with,57862,ZNF410,http://www.ncbi.nlm.nih.gov/gene/57862,Yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS3,Binding,29959,NRBP1,http://www.ncbi.nlm.nih.gov/gene/29959,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen, The non-structural 3 (NS3) protein of dengue virus type 2 interacts with human nuclear receptor binding protein and is associated with alterations in membrane structure.",Dumrong Mairiang et al.;Chua JJE et al.,"PMID:23326450,PMC3543448; PMID:15084397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,interacts with,3043,HBB,http://www.ncbi.nlm.nih.gov/gene/3043,yeast Two Hybrid Test & Co-AP assay,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,9208,LRRFIP1,http://www.ncbi.nlm.nih.gov/gene/9208,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,6125,RPL5,http://www.ncbi.nlm.nih.gov/gene/6125,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,856095,RRP12,http://www.ncbi.nlm.nih.gov/gene/856095,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,interacts with,9595,CYTIP,http://www.ncbi.nlm.nih.gov/gene/9595,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,interacts with,51009,DERL2,http://www.ncbi.nlm.nih.gov/gene/51009,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,interacts with,80011,FAM192A,http://www.ncbi.nlm.nih.gov/gene/80011,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,interacts with,2332,FMR1,http://www.ncbi.nlm.nih.gov/gene/2332,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,5700,PSMC1,http://www.ncbi.nlm.nih.gov/gene/5700,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,196383,RILPL2,http://www.ncbi.nlm.nih.gov/gene/196383,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,11059,WWP1,http://www.ncbi.nlm.nih.gov/gene/11059,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",NS5,Interacts with,6136,RPL12,http://www.ncbi.nlm.nih.gov/gene/6136,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Characterization of intracellular interactions between dengue virus and host proteins",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,3,4",PrM/M,Interacts with,6993, DYNLT1,http://www.ncbi.nlm.nih.gov/gene/6993,yeast Two Hybrid Test ,The interaction of flavivirus M protein with light chain Tctex-1 of human dynein plays a role in late stages of virus replication.,Brault JB et al.,PMID:21767858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",C,interacts with,9208,LRRFIP1,http://www.ncbi.nlm.nih.gov/gene/9208,yeast Two Hybrid Test & CO-AP assay,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",C,interacts with,84124,ZNF394,http://www.ncbi.nlm.nih.gov/gene/84124,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",E,Interacts with,80011,FAM192A,http://www.ncbi.nlm.nih.gov/gene/80011,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",E,Interacts with,6136,RPL12,http://www.ncbi.nlm.nih.gov/gene/6136,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",E,Interacts with,6125,RPL5,http://www.ncbi.nlm.nih.gov/gene/6125,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",E,Interacts with,856095,RRP12,http://www.ncbi.nlm.nih.gov/gene/856095,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",E,interacts with,11059,WWP1,http://www.ncbi.nlm.nih.gov/gene/11059,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,Interacts with,80011,FAM192A,http://www.ncbi.nlm.nih.gov/gene/80011,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,Interacts with,6201,RPS7,http://www.ncbi.nlm.nih.gov/gene/6201,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,Interacts with,6280,S100A9,http://www.ncbi.nlm.nih.gov/gene/6280,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,Interacts with,84124,ZNF394,http://www.ncbi.nlm.nih.gov/gene/84124,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,interacts with,9208,LRRFIP1,http://www.ncbi.nlm.nih.gov/gene/9208,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,interacts with,196383,RILPL2,http://www.ncbi.nlm.nih.gov/gene/196383,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4",NS3,interacts with,4792,NFKBIA,http://www.ncbi.nlm.nih.gov/gene/4792,yeast Two Hybrid Test & CO-AP assay,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",C,Interacts with,196383,RILPL2,http://www.ncbi.nlm.nih.gov/gene/196383,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,10541,ANP32B,http://www.ncbi.nlm.nih.gov/gene/10541,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,10241,CALCOCO2,http://www.ncbi.nlm.nih.gov/gene/10241,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,interacts with,30836,DNTTIP2,http://www.ncbi.nlm.nih.gov/gene/30836,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,2332,FMR1,http://www.ncbi.nlm.nih.gov/gene/2332,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,2804,GOLGB1,http://www.ncbi.nlm.nih.gov/gene/2804,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,3039,HBA1,http://www.ncbi.nlm.nih.gov/gene/3039,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,4520,MTF1,http://www.ncbi.nlm.nih.gov/gene/4520,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,29959,NRBP1,http://www.ncbi.nlm.nih.gov/gene/29959,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,10956,OS9,http://www.ncbi.nlm.nih.gov/gene/10956,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,Interacts with,5700,PSMC1,http://www.ncbi.nlm.nih.gov/gene/5700,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,4",E,interacts with,57862,ZNF410,http://www.ncbi.nlm.nih.gov/gene/57862,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,4",NS3,Interacts with,6232,RPS27,http://www.ncbi.nlm.nih.gov/gene/6232,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,4",NS3,Interacts with,856095,RRP12,http://www.ncbi.nlm.nih.gov/gene/856095,yeast Two Hybrid Test,Characterization of intracellular interactions between dengue virus and host proteins,Dumrong Mairiang,http://digitalcommons.wayne.edu/oa_dissertations/552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,4",NS3,interacts with,3043,HBB,http://www.ncbi.nlm.nih.gov/gene/3043,Yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,Interacts  with,4691,NCL,http://www.ncbi.nlm.nih.gov/gene/4691,Co-affinity purification and mass spectrometry and confirmed by colocalization experiments.,Nucleolin Interacts with the Dengue Virus Capsid Protein and Plays a Role in Formation of Infectious Virus Particles,Balinsky CA et al.,"PMID:24027323,PMCID:PMC3838225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,Binds to,3190,HNRNPK,http://www.ncbi.nlm.nih.gov/gene/3190,Yeast Two Hybrid Test ,The heterogeneous nuclear ribonucleoprotein K (hnRNP K) interacts with dengue virus core protein,Chang CJ et al.,PMID:11747608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,interacts with,916,CD3E,http://www.ncbi.nlm.nih.gov/gene/916,yeast two-hybrid and complex pull downs,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,Interacts with,10226,PLIN3,http://www.ncbi.nlm.nih.gov/gene/10226,yeast Two Hybrid Test,Understanding Dengue Virus Capsid Protein Interaction with Key Biological Targets,Faustino AF et al.,"PMID:26161501,PMCID:PMC4498383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,interacts with,1616,DAXX,http://www.ncbi.nlm.nih.gov/gene/1616,yeast Two Hybrid Test ,"Sensitization to Fas-mediated apoptosis by dengue virus capsid protein,Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito","Limjindaporn T et al., Dumrong Mairiang et al.","PMID:17707345;PMID:21909430,PMC3164731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,Binds to,821,CANX,http://www.ncbi.nlm.nih.gov/gene/821,yeast Two Hybrid Test ,Interaction of dengue virus envelope protein with endoplasmic reticulum-resident chaperones facilitates dengue virus production,Limjindaporn T et al.,PMID:19105951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS1,interacts with,722,C4BP,http://www.ncbi.nlm.nih.gov/gene/722,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS1,interacts with,1191,CLU,http://www.ncbi.nlm.nih.gov/gene/1191,yeast Two Hybrid Test ,Secreted complement regulatory protein clusterin interacts with dengue virus nonstructural protein,Kurosu T et al.,PMID:17825259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS1,associates with,3183,HNRNPC,http://www.ncbi.nlm.nih.gov/gene/3183,yeast Two Hybrid Test ,Identification of human hnRNP C1/C2 as a dengue virus NS1-interacting protein.,Noisakran S et al.,PMID:18471994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS2A,interacts with,2638,GC,http://www.ncbi.nlm.nih.gov/gene/2638,yeast Two Hybrid Test ,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS3,interacts with,1982,EIF4G2,http://www.ncbi.nlm.nih.gov/gene/1982,yeast two-hybrid & complex pull downs,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS3,interacts with,2023,ENO1,http://www.ncbi.nlm.nih.gov/gene/2023,yeast two-hybrid & complex pull downs,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS3,interacts with,2194,FASN,http://www.ncbi.nlm.nih.gov/gene/2194,yeast two-hybrid and complex pull downs,"Identification of New Protein Interactions between Dengue Fever Virus and Its Hosts, Human and Mosquito",Dumrong Mairiang et al.,"PMID:23326450,PMC3543448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS3,interacts with,5291,PIK3CB,http://www.ncbi.nlm.nih.gov/gene/5291,"ATP-binding, Nucleotide-binding","Cloning of a novel, ubiquitously expressed human phosphatidylinositol 3-kinase and identification of its binding site on p85",Hu P et al.," PMID:8246984,PMCID:PMC364839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS3,Binds to,10971,YWHAQ (14-3-3),http://www.ncbi.nlm.nih.gov/gene/10971,phosphomimetic-based mechanism,A phosphomimetic-based mechanism of dengue virus to antagonize innate immunity,Ying Kai Chan et al.,"PMID:24855065, PMCID:PMC4837045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,influenced by,5725,PTBP1,http://www.ncbi.nlm.nih.gov/gene/5725,Yeast Two hybrid Test,Polypyrimidine tract-binding protein influences negative strand RNA synthesis of dengue virus.,Jiang L et al.,PMID:19450550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,Binds to,5725,PTBP1,http://www.ncbi.nlm.nih.gov/gene/5725,Yeast Two hybrid Test,Polypyrimidine tract-binding protein influences negative strand RNA synthesis of dengue virus.,Jiang L et al.,PMID:19450550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,Binds to,3454,IFNAR1,http://www.ncbi.nlm.nih.gov/gene/3454,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,Binds to,3455,IFNAR2,http://www.ncbi.nlm.nih.gov/gene/3455,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,interacts with,3456,IFNB1,http://www.ncbi.nlm.nih.gov/gene/3456,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,phosphorylates,3717,JAK2,http://www.ncbi.nlm.nih.gov/gene/3717,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4A,phosphorylates,7297,TYK2,http://www.ncbi.nlm.nih.gov/gene/7297,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NS4B,Binds to,3455,IFNAR2,http://www.ncbi.nlm.nih.gov/gene/3455,Yeast Two hybrid Test,Molecular characterization of the interaction between Tick-borne encephalitis virus NS5 protein and the Interferon alpha/beta and gamma receptors,"Liljeqvist, Maria. ",Http://www.mimersbrunn.se:8097/article?id=22161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
